index,总数,总价,平米单价,小区,所在区,户型,楼层,面积,户型结构,建筑类型,朝向,建筑结构,装修情况,梯户比例,电梯与否,发布年,发布月,发布日
10010,171098.0,130.0,8964.0,成怡嘉苑,新都,3室2厅1厨2卫,高楼层 (共24层),145.04㎡,平层,塔楼,南,框架结构,简装,一梯四户,有,2022,6,29.0
10281,171120.0,85.0,16782.0,宇众悦府,郫都,2室1厅1厨1卫,中楼层 (共23层),50.65㎡,平层,板塔结合,东南,钢混结构,简装,两梯六户,有,2022,6,30.0
10283,171120.0,139.0,37741.0,城市理想,锦江,1室0厅1厨1卫,中楼层 (共37层),36.83㎡,平层,板塔结合,北,框架结构,精装,四梯二十七户,有,2022,7,4.0
10701,171120.0,182.0,20286.0,曹家巷恒大雅苑,金牛,3室2厅1厨1卫,中楼层 (共30层),89.72㎡,平层,塔楼,西南,钢混结构,精装,三梯八户,有,2022,6,28.0
11004,171120.0,84.8,14586.0,花果新居一期,锦江,1室1厅1厨1卫,低楼层 (共33层),58.14㎡,平层,板楼,东南,钢混结构,其他,两梯六户,有,2022,7,1.0
11217,171098.0,175.0,12836.0,保利公园198玫瑰郡,新都,4室2厅1厨2卫,高楼层 (共24层),136.34㎡,平层,塔楼,东南,框架结构,其他,两梯四户,有,2022,6,30.0
11264,171120.0,95.0,18429.0,鹭岛国际四期,武侯,1室0厅1厨1卫,中楼层 (共18层),51.55㎡,平层,塔楼,东,框架结构,其他,三梯十九户,有,2022,7,3.0
11474,171120.0,350.0,26002.0,恒大天府半岛4期,天府新区,4室2厅1厨2卫,高楼层 (共39层),134.61㎡,暂无数据,平房,南,钢混结构,精装,两梯四户,有,2022,6,30.0
11761,171090.0,60.0,11584.0,水乡茗居西区,成华,2室1厅1厨1卫,低楼层 (共18层),51.8㎡,暂无数据,板塔结合,东南 南,钢混结构,精装,两梯八户,有,2022,7,1.0
11814,171120.0,95.0,20374.0,乐摩筑,青羊,1室1厅1厨1卫,中楼层 (共26层),46.63㎡,平层,塔楼,东南,框架结构,其他,四梯二十一户,有,2022,6,28.0
6051,5520.0,127.0,13781.0,师大现代花园,龙泉驿,2室2厅1厨1卫,高楼层 (共33层),92.16㎡,暂无数据,塔楼,东南,钢混结构,毛坯,两梯四户,有,2022,7,6.0
6367,5520.0,140.0,16901.0,温资金港华府,双流,2室2厅1厨1卫,高楼层 (共15层),82.84㎡,暂无数据,塔楼,西南,框架结构,精装,两梯五户,有,2022,7,5.0
6640,5522.0,89.9,9756.0,中铁瑞景茗城,郫都,2室1厅1厨1卫,高楼层 (共6层),92.15㎡,暂无数据,板楼,西南,钢混结构,其他,两梯六户,有,2022,7,4.0
6894,5524.0,190.0,14961.0,香楠湖,双流,3室2厅1厨2卫,中楼层 (共16层),127㎡,暂无数据,塔楼,东,钢混结构,其他,两梯四户,有,2022,7,4.0
7586,5532.0,165.0,18740.0,金茂悦龙山,龙泉驿,3室1厅1厨1卫,高楼层 (共33层),88.05㎡,暂无数据,塔楼,东,钢混结构,精装,三梯六户,有,2022,7,3.0
7643,5533.0,1200.0,49824.0,蔚蓝卡地亚花园城,天府新区,4室2厅2厨3卫,中楼层 (共36层),240.85㎡,暂无数据,板塔结合,东,钢混结构,毛坯,两梯四户,有,2022,7,3.0
7691,5533.0,198.0,21993.0,紫东芯座,成华,2室2厅1厨1卫,高楼层 (共33层),90.03㎡,平层,塔楼,西,钢混结构,精装,三梯六户,有,2022,7,3.0
6907,5524.0,365.0,27855.0,青秀朗宸（二期）,成华,3室2厅1厨2卫,中楼层 (共32层),131.04㎡,暂无数据,板楼,东北,钢混结构,精装,两梯两户,有,2022,7,4.0
8796,5586.0,45.0,4787.0,彭州苑,彭州,2室2厅1厨1卫,高楼层 (共6层),94.02㎡,暂无数据,板塔结合,西北,框架结构,其他,一梯两户,无,2022,7,7.0
10465,5609.0,200.0,16970.0,空港十六区,双流,3室2厅1厨2卫,低楼层 (共18层),117.86㎡,暂无数据,塔楼,东,钢混结构,精装,两梯三户,有,2022,7,4.0
10570,5608.0,98.8,8611.0,兴城丽景,温江,3室2厅1厨2卫,中楼层 (共6层),114.74㎡,平层,板楼,南,钢混结构,精装,一梯两户,暂无数据,2022,7,4.0
11330,5609.0,83.8,13402.0,中冶中央公园,郫都,2室1厅1厨1卫,低楼层 (共32层),62.53㎡,平层,板塔结合,东南,钢混结构,其他,三梯八户,有,2022,7,3.0
11519,172170.0,200.0,15536.0,千禧河畔B区,温江,4室2厅1厨2卫,高楼层 (共33层),128.74㎡,暂无数据,板塔结合,南,框架结构,精装,两梯四户,有,2022,7,8.0
11707,172175.0,56.0,11378.0,青城365南院,都江堰,1室1厅1厨1卫,中楼层 (共4层),49.22㎡,平层,平房,东南,框架结构,其他,一梯四户,暂无数据,2022,7,7.0
10163,5554.0,91.0,9681.0,香樟林,新都,2室2厅1厨1卫,中楼层 (共16层),94㎡,暂无数据,塔楼,南,框架结构,其他,两梯四户,有,2022,7,8.0
11440,5555.0,135.0,14987.0,恒大新城二期,温江,3室2厅1厨1卫,低楼层 (共32层),90.08㎡,平层,板塔结合,东南,钢混结构,其他,两梯六户,有,2022,7,5.0
66,170777.0,150.0,15725.0,宝源驷马城,成华,3室1厅1厨1卫,高楼层 (共18层),95.39㎡,平层,塔楼,北,框架结构,精装,两梯三户,有,2022,6,23.0
452,170782.0,245.0,18199.0,锦官新城西区,武侯,3室2厅1厨2卫,高楼层 (共18层),134.63㎡,平层,塔楼,西北,框架结构,精装,两梯六户,有,2021,8,27.0
534,170784.0,162.8,24634.0,南湖逸家二期,双流,3室1厅1厨1卫,高楼层 (共32层),66.09㎡,平层,板塔结合,东,钢混结构,简装,两梯六户,有,2022,6,10.0
561,170784.0,160.0,17523.0,碧桂园悦府,双流,3室2厅1厨2卫,低楼层 (共13层),91.31㎡,平层,塔楼,东,钢混结构,精装,一梯六户,暂无数据,2022,6,14.0
701,170789.0,121.5,17044.0,蓝光幸福满庭,郫都,3室1厅1厨1卫,高楼层 (共26层),71.29㎡,平层,板塔结合,西北,钢混结构,精装,两梯七户,有,2022,6,8.0
1659,170792.0,132.0,14458.0,双楠美邻,武侯,2室1厅1厨1卫,高楼层 (共12层),91.3㎡,平层,板塔结合,东,框架结构,精装,一梯四户,有,2022,6,23.0
1915,170791.0,145.0,14415.0,博雅馨地,金牛,3室2厅1厨2卫,高楼层 (共6层),100.59㎡,跃层,板楼,东南,钢混结构,简装,一梯三户,无,2021,12,5.0
2211,170788.0,109.8,12727.0,世纪滨江,温江,3室2厅1厨1卫,中楼层 (共11层),86.28㎡,平层,板塔结合,西北,钢混结构,精装,两梯三户,有,2022,4,9.0
2250,170786.0,102.0,13371.0,公园1号,郫都,3室1厅1厨1卫,高楼层 (共25层),76.29㎡,平层,板塔结合,西南,钢混结构,精装,两梯六户,有,2022,6,2.0
2961,170784.0,113.0,14942.0,清水河畔,青羊,2室2厅1厨1卫,中楼层 (共23层),75.63㎡,平层,板塔结合,西,钢混结构,精装,两梯六户,有,2022,6,14.0
2984,170782.0,265.0,29497.0,南城都汇汇馨园三期,高新,2室2厅1厨1卫,低楼层 (共18层),89.84㎡,平层,板塔结合,东南,钢混结构,精装,两梯四户,有,2022,6,4.0
5611,170873.0,282.0,31432.0,中德英伦联邦A区,高新,3室2厅1厨2卫,高楼层 (共33层),89.72㎡,平层,板塔结合,北,钢混结构,精装,三梯六户,有,2022,4,7.0
6329,170766.0,310.0,13409.0,金都花园,金牛,4室2厅1厨3卫,高楼层 (共10层),231.19㎡,跃层,塔楼,东南,钢混结构,精装,一梯两户,有,2022,6,29.0
8144,170796.0,472.0,34132.0,人居天府汇城,高新,4室1厅1厨2卫,高楼层 (共28层),138.29㎡,平层,板塔结合,东,钢混结构,毛坯,两梯六户,有,2022,6,25.0
9038,171120.0,143.8,19937.0,锦江城市花园二期,锦江,3室1厅1厨1卫,低楼层 (共34层),72.13㎡,平层,板塔结合,西南 东北,钢混结构,精装,两梯九户,有,2022,6,29.0
9094,171090.0,124.0,25194.0,蓝光coco金沙二期,青羊,2室1厅1厨1卫,中楼层 (共22层),49.22㎡,平层,板塔结合,西南,钢混结构,精装,三梯八户,有,2022,6,28.0
9283,171090.0,186.0,19988.0,保利叶语,双流,3室2厅1厨2卫,低楼层 (共32层),93.06㎡,暂无数据,板塔结合,南,钢混结构,毛坯,两梯五户,有,2022,6,29.0
9313,171120.0,109.0,15876.0,川航佳园,武侯,2室1厅1厨1卫,高楼层 (共7层),68.66㎡,暂无数据,板塔结合,西南,混合结构,简装,一梯四户,有,2022,7,1.0
10302,171120.0,106.0,14694.0,空港之星,双流,2室2厅1厨1卫,中楼层 (共18层),72.14㎡,平层,板塔结合,西,钢混结构,简装,两梯六户,有,2022,6,28.0
10343,171120.0,81.0,8351.0,中铁汉嘉御景,崇州,3室2厅1厨2卫,低楼层 (共6层),97㎡,平层,板塔结合,南 北,混合结构,简装,一梯两户,暂无数据,2022,6,30.0
10397,171090.0,117.8,11040.0,润扬双河鹭岛,新都,3室1厅1厨2卫,低楼层 (共18层),106.71㎡,平层,板楼,东南,钢混结构,精装,两梯四户,有,2022,7,3.0
10444,171090.0,150.0,18099.0,凯德卓锦万黛,龙泉驿,3室2厅1厨1卫,中楼层 (共34层),82.88㎡,平层,板塔结合,东南,钢混结构,其他,两梯六户,有,2022,7,3.0
10814,171120.0,170.0,18217.0,万科城,郫都,3室2厅1厨2卫,中楼层 (共24层),93.32㎡,平层,塔楼,东北,钢混结构,其他,两梯八户,有,2022,7,1.0
10831,171120.0,42.0,4029.0,西大街440号,彭州,3室2厅1厨2卫,中楼层 (共6层),104.27㎡,平层,板塔结合,东南,砖混结构,其他,一梯两户,无,2022,6,28.0
10920,171120.0,1090.0,40225.0,长城半岛城邦一期,高新,5室2厅1厨3卫,中楼层 (共30层),270.98㎡,平层,塔楼,东南,钢混结构,毛坯,三梯两户,有,2022,7,2.0
11333,171090.0,72.0,12414.0,交大智能二期,金牛,1室1厅1厨1卫,中楼层 (共7层),58㎡,平层,板楼,南,混合结构,其他,一梯四户,无,2022,7,3.0
11389,171098.0,152.0,15801.0,保利城一期,新都,3室1厅1厨1卫,高楼层 (共18层),96.2㎡,平层,板塔结合,东 东南 南,钢混结构,精装,两梯五户,有,2022,7,2.0
11476,171120.0,152.0,11669.0,清溪东路6号,青羊,3室2厅1厨1卫,低楼层 (共7层),130.27㎡,暂无数据,板楼,南 北,砖混结构,简装,一梯两户,无,2022,6,30.0
11526,171090.0,395.0,29384.0,佳兆业君汇上品,天府新区,5室2厅1厨4卫,高楼层 (共33层),134.43㎡,暂无数据,板塔结合,东南,钢混结构,简装,三梯六户,有,2022,7,1.0
11560,171098.0,58.8,6605.0,恒大御景半岛,金堂,3室2厅1厨1卫,高楼层 (共33层),89.03㎡,暂无数据,塔楼,东南 南,钢混结构,其他,四梯四户,有,2022,6,30.0
6232,5521.0,178.0,19219.0,龙湖北城天街一期,金牛,3室1厅1厨1卫,低楼层 (共23层),92.62㎡,平层,板塔结合,南,钢混结构,精装,两梯六户,有,2022,7,5.0
6778,5523.0,420.0,34427.0,人居盛和林语南区,高新,3室2厅1厨2卫,中楼层 (共21层),122㎡,暂无数据,板塔结合,东南,钢混结构,简装,两梯四户,有,2022,7,4.0
6913,5524.0,92.0,20066.0,麓山国际SOLO公寓,天府新区,1室1厅1厨1卫,中楼层 (共10层),45.85㎡,平层,板楼,东 东南,钢混结构,简装,两梯十八户,有,2022,7,4.0
7098,5524.0,122.0,13183.0,西城御景,郫都,3室2厅1厨2卫,中楼层 (共25层),92.55㎡,平层,板塔结合,东南,框架结构,其他,两梯五户,有,2022,7,3.0
7157,5525.0,160.0,17172.0,馨光嘉苑,青羊,2室2厅1厨1卫,高楼层 (共18层),93.18㎡,暂无数据,塔楼,南,钢混结构,其他,两梯六户,有,2022,7,3.0
7866,5534.0,26.0,6342.0,积家御景,温江,1室0厅0厨0卫,中楼层 (共17层),41㎡,平层,塔楼,南,钢混结构,其他,三梯二十八户,有,2022,7,2.0
8200,5534.0,51.0,6220.0,安仁街22号院,彭州,3室1厅1厨1卫,中楼层 (共6层),82㎡,平层,板塔结合,东南,框架结构,其他,一梯两户,无,2022,7,2.0
8757,5536.0,63.0,12697.0,华润时光里,高新,1室2厅1厨1卫,低楼层 (共28层),49.62㎡,暂无数据,板塔结合,南,框架结构,毛坯,四梯二十户,有,2022,7,1.0
8830,5586.0,170.0,19837.0,慕和南道,天府新区,3室2厅1厨1卫,低楼层 (共26层),85.7㎡,暂无数据,板塔结合,南,钢混结构,简装,两梯四户,有,2022,7,6.0
8986,5588.0,276.0,21231.0,中南海棠集,金牛,4室1厅1厨2卫,中楼层 (共12层),130㎡,暂无数据,塔楼,东,钢混结构,其他,一梯四户,暂无数据,2022,7,6.0
9601,5591.0,105.0,7269.0,都江之春,都江堰,4室2厅1厨1卫,中楼层 (共4层),144.45㎡,暂无数据,板楼,南,钢混结构,其他,一梯两户,无,2022,7,5.0
9634,5591.0,145.0,10516.0,簇桥中街41号,武侯,3室2厅1厨2卫,高楼层 (共5层),137.89㎡,跃层,板楼,东南,砖混结构,简装,一梯两户,暂无数据,2022,7,5.0
9771,5604.0,76.0,8450.0,闲山悦二区,都江堰,3室2厅1厨2卫,中楼层 (共11层),89.95㎡,暂无数据,板塔结合,西南,框架结构,其他,一梯四户,有,2022,7,5.0
10379,5609.0,116.0,15983.0,城市阳光,武侯,3室1厅1厨1卫,高楼层 (共22层),72.58㎡,平层,塔楼,南,框架结构,精装,两梯十二户,有,2022,7,4.0
10985,5609.0,132.9,14936.0,恒大新城二期,温江,2室1厅1厨1卫,中楼层 (共33层),88.98㎡,平层,板塔结合,东南,钢混结构,精装,两梯四户,有,2022,7,3.0
11733,172176.0,92.0,8588.0,黎明新村四期A区,龙泉驿,3室2厅1厨2卫,中楼层 (共21层),107.13㎡,暂无数据,板楼,东南,钢混结构,其他,两梯六户,有,2022,7,7.0
8959,5587.0,77.0,14011.0,空港小院花语,双流,1室1厅1厨1卫,低楼层 (共16层),54.96㎡,平层,塔楼,东,钢混结构,精装,三梯九户,有,2022,7,6.0
10570,5554.0,102.0,17362.0,海棠佳苑,锦江,2室1厅1厨1卫,中楼层 (共34层),58.75㎡,平层,板塔结合,北,钢混结构,精装,两梯八户,有,2022,7,7.0
12292,5549.0,32.0,7805.0,蓝光幸福满庭,郫都,1室1厅1厨1卫,中楼层 (共17层),41㎡,跃层,板塔结合,西南,框架结构,其他,两梯二十户,有,2022,7,4.0
46,170777.0,355.0,23730.0,东方希望天祥广场,高新,3室2厅1厨2卫,低楼层 (共47层),149.6㎡,平层,板楼,西,钢混结构,简装,三梯三户,有,2022,6,25.0
85,170777.0,175.0,21481.0,沙河壹号一期,锦江,3室2厅1厨1卫,高楼层 (共34层),81.47㎡,平层,板塔结合,北,钢混结构,精装,两梯六户,有,2022,6,25.0
171,170777.0,236.5,26903.0,香榭国际,高新,3室2厅1厨2卫,中楼层 (共33层),87.91㎡,平层,板塔结合,西南,钢混结构,精装,两梯六户,有,2022,6,15.0
739,170790.0,178.0,25586.0,中铁骑士公馆,武侯,2室1厅1厨1卫,高楼层 (共18层),69.57㎡,平层,板塔结合,西北,钢混结构,精装,两梯六户,有,2022,6,13.0
1325,170789.0,98.7,10603.0,川音嘉苑,新都,2室2厅1厨1卫,中楼层 (共11层),93.09㎡,平层,板塔结合,东 东南,钢混结构,精装,一梯两户,有,2022,6,1.0
1365,170789.0,185.0,20961.0,金沙海棠,青羊,2室2厅1厨2卫,中楼层 (共18层),88.26㎡,平层,板塔结合,西北,钢混结构,精装,两梯四户,有,2022,6,4.0
1593,170793.0,56.5,6986.0,宏瑞阳光郦城,青白江,2室1厅1厨1卫,中楼层 (共18层),80.88㎡,平层,塔楼,南 北,钢混结构,精装,两梯四户,有,2022,6,11.0
1726,170794.0,146.0,12445.0,天悦龙栖台,龙泉驿,3室2厅1厨2卫,中楼层 (共6层),117.32㎡,平层,暂无数据,东南,混合结构,毛坯,一梯两户,暂无数据,2022,6,13.0
2132,170792.0,390.0,30637.0,世茂玉锦湾二期,成华,3室2厅1厨2卫,高楼层 (共56层),127.3㎡,平层,板塔结合,西南,钢混结构,精装,两梯四户,有,2020,5,15.0
2520,170782.0,206.0,23298.0,金茂光明城市,天府新区,3室1厅1厨2卫,低楼层 (共33层),88.42㎡,平层,板塔结合,西南 西北,钢混结构,简装,两梯五户,有,2022,6,1.0
2753,170784.0,121.0,16736.0,新里柏仕公馆,成华,2室1厅1厨1卫,高楼层 (共32层),72.3㎡,平层,塔楼,东南,框架结构,精装,四梯十户,有,2022,3,5.0
2937,170784.0,166.0,21593.0,恒大豪庭,成华,2室2厅1厨1卫,高楼层 (共34层),76.88㎡,平层,板塔结合,东南,钢混结构,精装,三梯八户,有,2022,6,16.0
3964,170852.0,213.0,21849.0,蓝光公园华府,龙泉驿,3室2厅1厨2卫,低楼层 (共27层),97.49㎡,平层,板塔结合,北,钢混结构,精装,两梯五户,有,2022,6,27.0
4791,170865.0,86.0,9707.0,花样年花样城五期,温江,3室1厅1厨1卫,中楼层 (共33层),88.6㎡,平层,塔楼,东南,钢混结构,精装,两梯六户,有,2022,5,19.0
5173,170870.0,145.0,16960.0,天府逸家二期,龙泉驿,3室1厅1厨1卫,中楼层 (共44层),85.5㎡,平层,板塔结合,西,钢混结构,精装,四梯十户,有,2022,4,19.0
5666,170872.0,49.0,9436.0,红湖公园城,新都,1室1厅1厨1卫,中楼层 (共26层),51.93㎡,平层,板塔结合,东,框架结构,精装,两梯六户,有,2021,12,23.0
8715,170810.0,318.0,27504.0,世龙广场,高新,3室1厅1厨2卫,中楼层 (共39层),115.62㎡,平层,塔楼,南,钢混结构,精装,三梯八户,有,2022,5,6.0
9243,171120.0,102.0,15413.0,洲际春天广场,温江,2室1厅1厨1卫,中楼层 (共32层),66.18㎡,平层,板塔结合,西北,钢混结构,精装,两梯六户,有,2022,6,27.0
9441,171098.0,190.0,15503.0,保利大都汇·君汇,新都,3室1厅1厨2卫,低楼层 (共34层),122.56㎡,平层,板塔结合,东,钢混结构,毛坯,两梯六户,有,2022,6,28.0
9781,171098.0,119.0,24281.0,光华碧邻,青羊,1室1厅1厨1卫,高楼层 (共20层),49.01㎡,平层,板楼,北,钢混结构,简装,两梯九户,有,2022,6,29.0
9820,171090.0,175.0,18094.0,忠孝巷4号,青羊,3室2厅1厨1卫,高楼层 (共7层),96.72㎡,平层,板楼,西北,砖混结构,其他,一梯两户,无,2022,7,1.0
9867,171120.0,105.0,12027.0,东域龙湾一期,龙泉驿,3室2厅1厨1卫,低楼层 (共26层),87.31㎡,平层,板塔结合,东南,钢混结构,简装,两梯五户,有,2022,6,27.0
10071,171098.0,148.0,11563.0,诚卓碧波豪庭,简阳,3室2厅1厨2卫,中楼层 (共31层),128㎡,平层,暂无数据,西,未知结构,精装,一梯三户,暂无数据,2022,6,29.0
10103,171090.0,180.0,17943.0,傲城,郫都,3室1厅1厨2卫,高楼层 (共31层),100.32㎡,平层,板塔结合,西南,钢混结构,精装,两梯六户,有,2022,6,29.0
10145,171090.0,142.0,11753.0,空港十六区,双流,2室1厅1厨2卫,低楼层 (共18层),120.83㎡,平层,板塔结合,东,钢混结构,精装,一梯两户,有,2022,6,27.0
10147,171090.0,85.0,11806.0,中铁西郡英华二期,郫都,2室1厅1厨1卫,中楼层 (共31层),72㎡,平层,板塔结合,东南,钢混结构,精装,两梯六户,有,2022,7,1.0
10173,171120.0,190.0,24561.0,蓝光SOFA社区,青羊,2室1厅1厨1卫,中楼层 (共20层),77.36㎡,平层,塔楼,东南,框架结构,简装,两梯五户,有,2022,7,1.0
10749,171090.0,75.8,6343.0,城中花园,彭州,3室2厅1厨2卫,低楼层 (共7层),119.52㎡,平层,暂无数据,南,混合结构,其他,一梯两户,无,2022,7,1.0
10996,171120.0,30.0,11597.0,龙泉永福苑,龙泉驿,1室1厅0厨1卫,高楼层 (共7层),25.87㎡,平层,板楼,东南,混合结构,其他,一梯两户,无,2022,6,29.0
11331,171090.0,150.0,30954.0,大有智慧,高新,1室1厅1厨1卫,中楼层 (共31层),48.46㎡,平层,塔楼,东,钢混结构,精装,三梯十二户,有,2022,7,4.0
11380,171098.0,114.0,16057.0,瑞联路49号,青羊,3室1厅1厨1卫,中楼层 (共5层),71㎡,平层,板楼,南 北,混合结构,简装,一梯两户,有,2022,6,30.0
11452,171120.0,85.5,9537.0,阳光西里,都江堰,3室2厅1厨1卫,低楼层 (共9层),89.66㎡,暂无数据,板楼,南 北,框架结构,精装,八梯四户,有,2022,6,30.0
11562,171098.0,61.0,7094.0,山水间,都江堰,2室2厅1厨1卫,中楼层 (共5层),86㎡,暂无数据,塔楼,东,框架结构,其他,一梯两户,无,2022,7,2.0
11565,171098.0,100.0,14221.0,加贝书香尚品,双流,2室2厅1厨1卫,高楼层 (共15层),70.32㎡,暂无数据,板楼,北,钢混结构,精装,两梯八户,有,2022,7,1.0
11720,171098.0,159.0,17854.0,碧桂园悦府,双流,3室1厅1厨1卫,低楼层 (共13层),89.06㎡,暂无数据,塔楼,南,钢混结构,精装,一梯六户,暂无数据,2022,6,29.0
6119,5521.0,98.0,11417.0,正成名城左岸,郫都,3室2厅1厨1卫,高楼层 (共27层),85.84㎡,暂无数据,板塔结合,南,框架结构,精装,两梯六户,有,2022,7,5.0
6150,5521.0,44.0,5018.0,华逸花园(华逸路),青白江,2室2厅1厨1卫,低楼层 (共6层),87.69㎡,平层,板塔结合,南,砖混结构,其他,一梯两户,无,2022,7,5.0
6418,5521.0,225.0,21691.0,万科海悦汇城东区,天府新区,3室1厅1厨2卫,低楼层 (共50层),103.73㎡,平层,塔楼,东南,框架结构,精装,六梯七户,有,2022,7,5.0
6559,5521.0,83.0,10168.0,上锦颐园,高新西,2室2厅1厨1卫,高楼层 (共24层),81.63㎡,平层,塔楼,西北,框架结构,精装,两梯六户,有,2022,7,5.0
7101,5524.0,225.0,19190.0,佳兆业8号,双流,3室2厅1厨2卫,高楼层 (共14层),117.25㎡,暂无数据,板塔结合,南,钢混结构,精装,两梯六户,有,2022,7,3.0
7122,5524.0,128.0,15029.0,锦西民宅,青羊,2室1厅1厨1卫,高楼层 (共6层),85.17㎡,暂无数据,板楼,南,混合结构,简装,一梯三户,无,2022,7,3.0
7364,5530.0,105.0,12330.0,格澜威尔,温江,3室1厅1厨1卫,高楼层 (共18层),85.16㎡,平层,板塔结合,西北,钢混结构,精装,一梯三户,有,2022,7,3.0
7377,5531.0,98.0,10625.0,怡福社区,成华,3室1厅1厨1卫,高楼层 (共7层),92.24㎡,暂无数据,板楼,东南,钢混结构,其他,一梯两户,无,2022,7,3.0
7617,5532.0,168.0,21996.0,飞大壹号广场,金牛,2室1厅1厨1卫,低楼层 (共31层),76.38㎡,平层,板塔结合,东北,钢混结构,其他,三梯八户,有,2022,7,3.0
7645,5533.0,173.0,23030.0,中海右岸二期,双流,2室2厅1厨1卫,中楼层 (共33层),75.12㎡,暂无数据,塔楼,南,钢混结构,精装,两梯六户,有,2022,7,3.0
7705,5533.0,38.8,5601.0,依云岭,金堂,2室2厅1厨1卫,高楼层 (共27层),69.28㎡,平层,板塔结合,东南,框架结构,毛坯,两梯八户,有,2022,7,3.0
7734,5533.0,62.0,9167.0,金地天府城公寓,高新,2室1厅1厨1卫,低楼层 (共32层),67.64㎡,平层,板塔结合,北,框架结构,精装,六梯二十九户,有,2022,7,3.0
7782,5533.0,211.0,19284.0,九峰国际,武侯,3室1厅1厨2卫,中楼层 (共18层),109.42㎡,平层,板楼,东北,框架结构,精装,两梯四户,有,2022,7,3.0
7799,5533.0,168.0,12945.0,中铁塔米亚,郫都,4室2厅1厨2卫,中楼层 (共9层),129.78㎡,暂无数据,板塔结合,西南,框架结构,毛坯,一梯两户,有,2022,7,3.0
7841,5534.0,74.0,14926.0,雅居乐花园,天府新区,1室1厅1厨1卫,高楼层 (共11层),49.58㎡,平层,板塔结合,南,钢混结构,其他,一梯八户,有,2022,7,2.0
7854,5534.0,102.0,8965.0,昌建星悦城,彭州,3室2厅1厨2卫,高楼层 (共32层),113.78㎡,暂无数据,塔楼,南,未知结构,精装,一梯四户,暂无数据,2022,7,2.0
8320,5534.0,142.0,17982.0,金阳易诚国际,青羊,3室1厅1厨1卫,高楼层 (共22层),78.97㎡,平层,塔楼,南,钢混结构,简装,两梯八户,有,2022,7,2.0
8468,5534.0,190.0,29380.0,鑫苑鑫都汇南区,天府新区,2室1厅1厨1卫,中楼层 (共31层),64.67㎡,暂无数据,板塔结合,南,钢混结构,其他,两梯六户,有,2022,7,2.0
8551,5585.0,128.0,15188.0,鹭湖宫六区B组团,温江,3室1厅1厨1卫,高楼层 (共30层),84.28㎡,暂无数据,塔楼,南,钢混结构,其他,两梯六户,有,2022,7,7.0
8633,5584.0,65.8,11078.0,金琴路南一巷1号,金牛,2室1厅1厨1卫,高楼层 (共7层),59.4㎡,平层,板楼,东南,砖混结构,简装,一梯三户,无,2022,7,7.0
8865,5587.0,73.0,13494.0,暑袜中街61号,锦江,2室1厅1厨1卫,高楼层 (共6层),54.1㎡,暂无数据,暂无数据,东,未知结构,其他,一梯一户,暂无数据,2022,7,6.0
9032,5588.0,130.0,18622.0,蓝光幸福满庭,郫都,3室1厅1厨1卫,中楼层 (共26层),69.81㎡,暂无数据,板塔结合,南,钢混结构,精装,两梯七户,有,2022,7,6.0
9322,5590.0,56.0,10751.0,柳城印象,温江,1室1厅1厨1卫,中楼层 (共18层),52.09㎡,平层,板塔结合,西南,钢混结构,其他,两梯六户,有,2022,7,6.0
9467,5591.0,565.0,42898.0,天誉花园,锦江,3室2厅1厨2卫,低楼层 (共31层),131.71㎡,暂无数据,板塔结合,西,钢混结构,精装,两梯四户,有,2022,7,5.0
11327,5609.0,182.0,15861.0,佳兆业丽晶港,温江,3室2厅1厨2卫,高楼层 (共33层),114.75㎡,平层,板塔结合,南 北,钢混结构,毛坯,三梯五户,有,2022,7,3.0
12014,5545.0,75.0,6250.0,华融小区,彭州,3室2厅1厨2卫,低楼层 (共6层),120㎡,平层,板楼,南 北,混合结构,精装,一梯两户,无,2022,7,5.0
761,170789.0,152.0,20275.0,蓝光锦绣城四期,成华,2室1厅1厨1卫,中楼层 (共32层),74.97㎡,平层,板塔结合,东南,钢混结构,精装,三梯六户,有,2022,6,14.0
1099,170791.0,195.0,22215.0,佳兆业西城广场,青羊,3室2厅1厨2卫,中楼层 (共15层),87.78㎡,平层,塔楼,西北,钢混结构,精装,两梯七户,有,2022,6,23.0
1530,170791.0,98.0,11030.0,中冶中央公园,郫都,3室1厅1厨2卫,中楼层 (共32层),88.85㎡,平层,板塔结合,东南,钢混结构,精装,三梯八户,有,2022,6,5.0
1896,170791.0,135.0,14964.0,溪地湾,郫都,3室1厅1厨2卫,中楼层 (共33层),90.22㎡,平层,塔楼,西北,框架结构,精装,三梯六户,有,2022,4,11.0
1901,170791.0,153.0,17287.0,龙城国际,郫都,3室2厅1厨2卫,高楼层 (共33层),88.51㎡,平层,板塔结合,东南 南,钢混结构,精装,三梯六户,有,2022,5,30.0
2243,170788.0,189.8,25673.0,朗基少东家,成华,3室1厅1厨1卫,中楼层 (共32层),73.93㎡,平层,板塔结合,东南,钢混结构,精装,两梯五户,有,2021,11,13.0
2326,170787.0,466.0,32463.0,人居盛和林语南区,高新,4室2厅1厨2卫,中楼层 (共30层),143.55㎡,平层,板楼,南,钢混结构,毛坯,三梯四户,有,2022,6,1.0
2677,170786.0,193.0,23655.0,观城,成华,2室1厅1厨1卫,中楼层 (共33层),81.59㎡,平层,板塔结合,北,钢混结构,精装,三梯六户,有,2022,4,30.0
